nit,razon_social,supervisor,region,departamento_domicilio,ciudad_domicilio,ciiu,macrosector,ingresos_operacionales,ganancia_perdida,total_activos,total_pasivos,total_patrimonio,ano_de_corte,total_impuestos
900973971,UTC OVERSEAS COLOMBIA SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,5229,SERVICIOS,0.02,0,0,0,0,2022,23391888.622931004
900974484,AGROINDUSTRIAS DE LA GRANJA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,145,AGROPECUARIO,0.09,0,0.01,0.01,0.01,2022,42415171.254237995
900974547,YAMAMOTOS S.A.S.,SUPERSOCIEDADES,Otros,TOLIMA,IBAGUE-TOLIMA,4541,COMERCIO,0.03,0,0.01,0,0.01,2022,3869748.2255610004
900975025,ASFALTOS MEDELLIN SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4210,CONSTRUCCIÓN,0.02,0,0.01,0.01,0,2022,12390714.682238001
900975111,ABASTECEDORA DE FERRETERIAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,4690,COMERCIO,0.04,-0,0.03,0.02,0.01,2022,42415171.254237995
900976977,ORTHO-CLINICAL DIAGNOSTICS COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,0.05,-0,0.08,0.03,0.05,2022,42415171.254237995
900978112,HH COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4690,COMERCIO,0.08,0,0.04,0.03,0.01,2022,42415171.254237995
900978332,UNIVISION COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7490,SERVICIOS,0.02,0,0.01,0,0,2022,42415171.254237995
900979154,UNIMINEX S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,510,MINERO,0.05,0.01,0.03,0.03,0,2022,42415171.254237995
900979400,INVERSIONES TINKKO SAS EN PROCESO DE REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6810,SERVICIOS,0.02,0,0.01,0.01,-0,2022,12390714.682238001
900979419,LOS GEMELOS DE LA 44 SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4632,COMERCIO,0.04,0,0.01,0.01,0,2022,25103649.530394003
900980724,FILLING COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1104,MANUFACTURA,0.02,0,0.01,0.01,0,2022,12390714.682238001
900980728,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD CUIDADO SEGURO EN CASA S.A,SUPERSALUD,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,8621,SERVICIOS,0.16,0.01,0.09,0.07,0.02,2022,23391888.622931
900982062,TICSA COLOMBIA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7112,SERVICIOS,0.09,0,0.06,0.06,0,2022,12390714.682238001
900982097,FITOFERTIL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,UBATE-CUNDINAMARCA,4664,COMERCIO,0.04,0,0.02,0.02,0,2022,42415171.254237995
900983292,GRUPO PATMOS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6810,SERVICIOS,0.04,0.03,0.05,0.02,0.03,2022,12390714.682238001
900983749,AGRICOLA CADENA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,ZIPAQUIRA -CUNDINAMARCA,4664,COMERCIO,0.04,0,0.02,0.02,0.01,2022,42415171.254237995
900983925,NOVA SEGURIDAD PRIVADA LTDA,SUPERVIGILANCIA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8010,SERVICIOS,0.02,0,0,0,0,2022,12390714.682238001
900983976,PROMOTORA ENTRE MARES S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6810,SERVICIOS,0.42,0.01,0.21,0.16,0.05,2022,12390714.682238001
900984714,PROMOTORA ALAMEDA PLAZAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,0.03,0,0.01,0.01,0,2022,42415171.254237995
900984721,J&C DISTRIBUCIONES S.A.S,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,SAN GIL-SANTANDER,4711,COMERCIO,0.02,0,0,0,0,2022,1985692.4276839998
900984889,ULTRACEM ZF SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,TURBACO-BOLIVAR,2395,MANUFACTURA,0.04,0,0.02,0.01,0.01,2022,23391888.622931004
900986249,NUTRAMERICAN PHARMA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,1089,MANUFACTURA,0.04,0.01,0.03,0.01,0.02,2022,25103649.530394
900986387,ON OFF SOLUCIONES EN LINEA S.A.S.,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,6201,SERVICIOS,0.02,-0,0.02,0.02,0,2022,3307741.3566680006
900986856,LATAM LOGISTIC COL PROPCO COTA 1 SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4112,CONSTRUCCIÓN,0.02,-0.01,0.53,0.22,0.31,2022,42415171.254237995
900987866,ENTERPRISE SERVICES COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6202,SERVICIOS,0.07,0.01,0.05,0.02,0.03,2022,42415171.254237995
900988581,GRUPO ACCION CONSULTORES S.A.S.,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,4690,COMERCIO,0.02,0,0.04,0.04,0,2022,3307741.356668
900988612,LICONSUMAR DEL MAGDALENA S.A.S.,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,4632,COMERCIO,0.02,0,0.02,0.01,0.01,2022,23391888.622931004
900989024,C.I MINERAL METALS LOGISTICS & SOLUTIONS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4662,COMERCIO,0.05,0,0.01,0,0,2022,12390714.682238001
900989399,WEWORK COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6810,SERVICIOS,0.14,-0.03,0.41,0.53,-0.12,2022,42415171.254237995
900989601,CU2 INGENIEROS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4112,CONSTRUCCIÓN,0.1,0,0.01,0.01,0,2022,23391888.622930996
900989715,THE LABS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4773,COMERCIO,0.03,0,0.02,0.01,0.01,2022,42415171.254237995
900989934,MUNDO SUPER SAS,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,6613,SERVICIOS,0.05,0.04,0.13,0,0.13,2022,3307741.3566680006
900990465,ELCA COSMETICOS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,0.07,0,0.05,0.04,0.01,2022,42415171.254237995
900991131,ORANGE EXPORT SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,PIEDECUESTA-SANTANDER,4631,COMERCIO,0.02,0,0.01,0.01,0.01,2022,1985692.427684
900991337,OLEAGINOSAS DEL NORTE DE SANTANDER S.A.S,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,EL ZULIA-NORTE DE SANTANDER,1031,MANUFACTURA,0.13,0,0.04,0.02,0.02,2022,1985692.4276839998
900992984,CINTELI COLOMBIA SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,7112,SERVICIOS,0.03,0.01,0.03,0.01,0.01,2022,23391888.622931004
900993624,CONCESIONARIA DE VIAS Y PEAJES 2016 SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5221,SERVICIOS,0.07,0.02,0.03,0.01,0.02,2022,42415171.254237995
900994125,FILTROS PARTMO SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,2819,MANUFACTURA,0.11,0.01,0.08,0.06,0.02,2022,1985692.4276839998
900994724,TSG THE IT EXPERTS S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6110,SERVICIOS,0.06,0.01,0.05,0.03,0.02,2022,42415171.254237995
900995767,EXTRACTORA EL ESTERO S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1031,MANUFACTURA,0.13,0.01,0.07,0.06,0.01,2022,42415171.254237995
900995954,SEMPLI SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6499,SERVICIOS,0.02,-0.01,0.11,0.05,0.06,2022,12390714.682238001
900996095,SCOTCHLAND SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4724,COMERCIO,0.02,-0,0.01,0.01,-0,2022,42415171.254237995
900999139,HUAWEI TECHNOLOGIES MANAGED SERVICE COLOMBIA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6190,SERVICIOS,0.11,0.04,0.08,0.24,-0.15,2022,12390714.682238001
900999179,KINESSO COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7310,SERVICIOS,0.05,0.01,0.05,0.03,0.03,2022,42415171.254237995
901000330,KUSHKI COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6312,SERVICIOS,0.07,-0.02,0.03,0.02,0.01,2022,42415171.254237995
901000790,PANELOES ESTRUCTURALES SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,PIEDECUESTA-SANTANDER,7730,SERVICIOS,0.02,0,0.01,0.01,0,2022,1985692.4276839998
901001234,"CUATRECASAS, GONÇALVES PEREIRA S.A.SO",SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6910,SERVICIOS,0.03,0,0.03,0.01,0.02,2022,42415171.254237995
901001507,HAIFA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4664,COMERCIO,0.03,-0,0.03,0.02,0,2022,42415171.254237995
901002064,PROMOTORA INMOBILIARIA BRUJAS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6810,SERVICIOS,0.03,0,0.03,0.02,0,2022,12390714.682238001
901002659,GENIUS SPORTS SERVICES COLOMBIA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6209,SERVICIOS,0.16,0.01,0.24,0.22,0.01,2022,12390714.682238001
901002953,PROMOTORA DE PROYECTOS  DE PARMA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,0.07,0,0.01,0.01,0,2022,12390714.682238001
901003327,AMAZON WEB SERVICES COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6209,SERVICIOS,0.21,-0.02,0.18,0.06,0.12,2022,42415171.254237995
901003427,SISTEMAS DE INTEGRACION EN PLASTICOS S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,2229,MANUFACTURA,0.02,0,0.03,0.02,0.01,2022,12390714.682238001
901003713,CONSTRUCCIONES TORRES DILUGANO S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4111,CONSTRUCCIÓN,0.06,0,0.03,0.03,0,2022,23391888.622931004
901004543,SPAIN TC LATAM HOLDINGS II SL SUCURSAR COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6810,SERVICIOS,0.02,0.01,0.09,0.01,0.09,2022,42415171.254237995
901005035,PLATINO CONSTRUCTORA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,0.05,-0,0.04,0.04,0,2022,12390714.682238001
901005556,PROMOTORA TORRES DEL PORTAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,0.03,-0,0.03,0.03,0,2022,42415171.254237995
901006475,UPS GLOBAL BUSINESS SERVICES COLOMBIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8211,SERVICIOS,0.07,0,0.03,0.02,0.01,2022,12390714.682238001
901008264,COMPAÑÍA NACIONAL DE BEBIDAS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,1104,MANUFACTURA,0.04,0,0.03,0.02,0.01,2022,23391888.622931
901008454,CREDIGESTION SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,7020,SERVICIOS,0.03,0,0.01,0,0,2022,23391888.622931004
901008807,BELL FLAVORS & FRAGRANCES COLOMBIA S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1089,MANUFACTURA,0.02,0,0.02,0.02,0,2022,42415171.254237995
901009159,PARQUECENTRAL SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4111,CONSTRUCCIÓN,0.02,0.01,0.02,0.01,0.01,2022,1985692.4276840002
901009799,COLIMPORTADOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4664,COMERCIO,0.02,0,0.01,0.01,0,2022,42415171.254237995
901011395,IPS HORIZONTE SOCIAL LA ESPERANZA SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSALUD,Costa Pacífica,CAUCA,POPAYAN-CAUCA,8621,SERVICIOS,0.03,0,0.02,0.01,0.01,2022,25103649.530394
901012419,SUCAFINA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,1.52,0.04,0.46,0.45,0,2022,42415171.254237995
901014055,MARCLOR SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4690,COMERCIO,0.04,0,0.01,0.01,0,2022,1985692.4276840002
901014446,COLD LINE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2819,MANUFACTURA,0.07,0,0.04,0.03,0,2022,42415171.254237995
901014909,ARCANGEL MIGUEL INTERNACIONAL SAS,SUPERSOCIEDADES,Eje Cafetero,QUINDIO,LA TEBAIDA-QUINDIO,1020,MANUFACTURA,0.02,-0,0.01,0.01,0,2022,3307741.356668
901014939,LINGERIE LE SENSUEL S. A. S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,0.04,0,0.01,0,0,2022,12390714.682238001
901015072,INDUCAFE SAS,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,1063,MANUFACTURA,0.02,0.02,0.07,0,0.07,2022,3307741.356668
901016547,CONFORTFRESH S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,GALAPA-ATLANTICO,4754,COMERCIO,0.03,0,0.02,0.02,0,2022,23391888.622931004
901016903,SQM COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4664,COMERCIO,0.13,0,0.2,0.2,0.01,2022,42415171.254237995
901017237,VINCI CONSTRUCTION GRANDS PROJETS SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4210,CONSTRUCCIÓN,0.15,-0.01,0.29,0.14,0.16,2022,42415171.254237995
901018880,TERES SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4631,COMERCIO,0.03,0,0.01,0.01,0,2022,1985692.4276840002
901019586,CI ESLOP SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4662,COMERCIO,0.47,0,0.02,0.01,0.01,2022,12390714.682238001
901020398,CONSTRUCCIONES TERRANOVA CM SAS,SUPERSOCIEDADES,Costa Atlántica,CESAR,VALLEDUPAR-CESAR,4111,CONSTRUCCIÓN,0.02,0.01,0.03,0.02,0.01,2022,23391888.622931007
901021565,EMSSANAR ESS,SUPERSALUD,Costa Pacífica,NARIÑO,PASTO-NARIÑO,8699,SERVICIOS,2.53,-0.42,0.36,1.82,-1.46,2022,25103649.530394
901021590,LENOVO GLOBAL TECHNOLOGY (ASIA PACIFIC) LIMITED SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4651,COMERCIO,0.06,0.01,0.06,0.05,0.01,2022,42415171.254237995
901021850,EDGE NETWORK SERVICES COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,0.02,-0,0.04,0,0.04,2022,42415171.254237995
901021852,SAFELA GROUP SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4771,COMERCIO,0.03,0,0.02,0.01,0.01,2022,23391888.622931004
901022172,SOLANO ESCUDERO SAS,SUPERSOCIEDADES,Costa Atlántica,CORDOBA,MONTERIA-CORDOBA,4631,COMERCIO,0.04,0,0.01,0,0,2022,23391888.622930996
901022276,SERVICIOS SC SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,5820,SERVICIOS,0.02,0,0,0,0,2022,12390714.682238001
901023234,PRADERA CONSTRUCCIONES SAS,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,4111,CONSTRUCCIÓN,0.03,0,0.02,0.01,0.01,2022,3307741.3566680006
901024705,CONCARMIN COAL S.A.S,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4661,COMERCIO,0.21,0.02,0.05,0.02,0.03,2022,1985692.4276840002
901024978,GALLAGHER CONSULTING LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7490,SERVICIOS,0.02,0,0.01,0.01,0,2022,42415171.254237995
901025046,DISTRIBUCIONES PUNTO Y FAMA SAS,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4631,COMERCIO,0.06,0,0.01,0.01,0,2022,1985692.427684
901025397,COMERCIALIZADORA ASICUC S.A.S,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,LOS PATIOS-NORTE DE SANTANDER,4610,COMERCIO,0.07,0,0.02,0.02,0,2022,1985692.4276839998
901026852,ANDERCOL INTERNATIONAL S.A.S.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,TURBACO-BOLIVAR,2011,MANUFACTURA,0.03,-0,0.03,0.03,0,2022,23391888.622931
901027490,FRANCE MEDIAS MONDE LATINA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,9004,SERVICIOS,0.02,-0,0.01,0,0,2022,42415171.254237995
901028988,CATATUMBO AGRICOLA Y VETERINARIA SAS,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4664,COMERCIO,0.09,0,0.03,0.03,0,2022,1985692.427684
901029016,CENAGRAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2021,MANUFACTURA,0.03,-0,0.01,0,0.01,2022,42415171.254237995
901029251,ESCO COMPAÑIA DE SERVICIOS ENERGETICOS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4321,CONSTRUCCIÓN,0.06,0,0.03,0.02,0.01,2022,23391888.622931
901031682,CLINICA DE LA MUJER CARTAGENA S.A.S,SUPERSALUD,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,8610,SERVICIOS,0.03,0,0.02,0.02,0.01,2022,23391888.622931004
901032289,NEPTUNO CAPITAL S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,7010,SERVICIOS,0.06,0.06,0.67,0,0.67,2022,12390714.682238001
901032662,PLURAL COMUNICACIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6020,SERVICIOS,0.05,-0.02,0.11,0.32,-0.21,2022,42415171.254237995
901033366,ILUMNO SERVICIOS DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8299,SERVICIOS,0.05,0.01,0.03,0.01,0.03,2022,42415171.254237995
901033503,BOYDORR NUTRTION SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,1089,MANUFACTURA,0.05,-0.01,0.02,0.02,0,2022,42415171.254237995
901034523,MASIVIAN SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6201,SERVICIOS,0.09,0.02,0.05,0.01,0.03,2022,42415171.254237995
901034906,GRUPO SANCHO S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7310,SERVICIOS,0.03,0.02,0.15,0.01,0.14,2022,42415171.254237995
901035279,MUJER LATINA DE COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,0.03,0,0.01,0,0,2022,12390714.682238001
901035719,VENISE SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7490,SERVICIOS,0.17,0.14,0.48,0.02,0.46,2022,12390714.682238001
901036522,MOTORWAGEN,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4511,COMERCIO,0.04,0,0.01,0.01,0,2022,25103649.530394003
901036940,BARRANQUILLA CAPITAL DE LUZ SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4321,CONSTRUCCIÓN,0.06,0.01,0.42,0.38,0.05,2022,23391888.622931004
901037183,FERRETERIA PUNTO AMARILLO YARUMAL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,YARUMAL-ANTIOQUIA,4663,COMERCIO,0.03,0,0.01,0,0.01,2022,12390714.682238001
901038123,COMERCIALIZADORA LA 2000 S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,4711,COMERCIO,0.03,0,0.01,0.01,0,2022,12390714.682238001
901038645,MOTA-ENGIL LATAM COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4210,CONSTRUCCIÓN,0.09,0,0.19,0.18,0.01,2022,42415171.254237995
901038650,ABACUS PARTNERS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6619,SERVICIOS,0.02,0.01,0.02,0,0.02,2022,42415171.254237995
901038787,TERRA 360 GRADOS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6810,SERVICIOS,0.06,0.04,0.22,0.02,0.2,2022,42415171.254237995
901038882,LA MARIA INVERSIONES S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,6499,SERVICIOS,0.1,0.09,0.13,0,0.13,2022,12390714.682238001
901039685,DLA PIPER MARTINEZ BELTRAN ABOGADOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6910,SERVICIOS,0.07,0.01,0.03,0.02,0.01,2022,42415171.254237995
901039700,GAS GIBRALTAR SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1921,MANUFACTURA,0.03,0,0.07,0.07,0,2022,42415171.254237995
901039927,GTI ALBERTO ALVAREZ LOPEZ SAS,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,4651,COMERCIO,0.05,0.01,0.03,0.02,0.01,2022,3307741.356668
901040044,VISTA CONSTRUCCIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,0.02,0.01,0.07,0.04,0.03,2022,42415171.254237995
901040398,SNETOR COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4664,COMERCIO,0.17,-0.02,0.12,0.13,-0.01,2022,42415171.254237995
901040402,RESITER SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,1090,MANUFACTURA,0.02,0,0.02,0.01,0.01,2022,42415171.254237995
901040935,MOLTO S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1011,MANUFACTURA,0.03,0,0.01,0.01,0,2022,12390714.682238001
901041691,CENTROS MÉDICOS COLSANITAS S.A.S,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6494,SERVICIOS,0.12,0.03,0.08,0.05,0.03,2022,42415171.254237995
