nit,razon_social,supervisor,region,departamento_domicilio,ciudad_domicilio,ciiu,macrosector,ingresos_operacionales,ganancia_perdida,total_activos,total_pasivos,total_patrimonio,ano_de_corte,total_impuestos
800215583,ZONA FRANCA PERMANENTE PALMASECA S.A. USUARIO OPERADOR DE ZONA FRANCA,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,7020,SERVICIOS,0.02,0,0.01,0,0.01,2022,25103649.530394
800215758,CLINICA SANTA CRUZ DE LA LOMA S.A,SUPERSALUD,Centro - Oriente,SANTANDER,SAN GIL-SANTANDER,8610,SERVICIOS,0.02,-0,0.02,0.02,0,2022,1985692.4276840002
800216125,RAMONERRE S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,2829,MANUFACTURA,0.02,0,0.02,0,0.02,2022,42415171.254237995
800216181,GRUPO AVAL ACCIONES Y VALORES S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4799,COMERCIO,2.26,2.54,20.04,3.07,16.96,2022,42415171.254237995
800216499,AGOFER SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4752,COMERCIO,0.66,0.04,0.48,0.31,0.17,2022,42415171.254237995
800216686,AEROSUPPOR SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5223,SERVICIOS,0.04,0.01,0.01,0.01,0,2022,42415171.254237995
800216728,IILENDER COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,0.02,0,0.01,0.01,0,2022,42415171.254237995
800216753,P.M.D. Y CIA S.C.A.,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,122,AGROPECUARIO,0.02,0,0.04,0.02,0.02,2022,23391888.622931
800216958,ASISTIR SALUD SAS,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8621,SERVICIOS,0.05,0,0.03,0.02,0.01,2022,42415171.254237995
800217379,ALIMENTOS NUTRION SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1090,MANUFACTURA,0.08,0,0.03,0.02,0.01,2022,42415171.254237995
800217481,NVERSIONES CASCABEL S.A.S.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2599,MANUFACTURA,0.03,0,0.08,0.01,0.07,2022,23391888.622931
800217623,FANTASIAS PLASTICAS DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2229,MANUFACTURA,0.03,0,0.05,0.02,0.03,2022,42415171.254237995
800217975,SERVICIOS GEOLOGICOS INTEGRADOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7112,SERVICIOS,0.1,0.01,0.06,0.01,0.04,2022,42415171.254237995
800218155,COUNTRY MOTORS SA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4511,COMERCIO,0.23,0,0.12,0.08,0.04,2022,23391888.622931004
800218958,FLEXO SPRING S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2229,MANUFACTURA,0.48,0.03,0.35,0.16,0.19,2022,42415171.254237995
800218979,ESE HOSPITAL SAN VICENTE DE ARAUCA,SUPERSALUD,Otros,ARAUCA,ARAUCA-ARAUCA,8610,SERVICIOS,0.05,-0,0.08,0.04,0.04,2022,3869748.225561001
800219028,TEXIM Y CIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,4530,COMERCIO,0.03,0,0.03,0.01,0.02,2022,42415171.254237995
800219189,REPRESENTACIONES EURODENT SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4690,COMERCIO,0.05,0,0.06,0.03,0.02,2022,42415171.254237995
800219192,CENTRO MEDICO DE ESPECIALISTAS CME S.A,SUPERSALUD,Eje Cafetero,CALDAS,MANIZALES-CALDAS,8610,SERVICIOS,0.02,0,0.02,0.01,0.01,2022,3307741.356668001
800219290,SERVIBARRAS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,1811,MANUFACTURA,0.05,0,0.06,0.05,0.02,2022,12390714.682238001
800219347,FERCO SAS FERRETERIA Y CONSTRUCCION,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4663,COMERCIO,0.03,0,0.02,0.01,0.01,2022,1985692.427684
800219371,ACPM SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,0.04,0,0.01,0,0,2022,42415171.254237995
800219510,CI CONFECCIONES INDUSTRIALES PARA EXPORTACION SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,0.04,0,0.02,0.01,0.01,2022,12390714.682238001
800219668,COBRANZA NACIONAL DE CREDITOS S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8291,SERVICIOS,0.03,0,0.02,0.01,0.01,2022,42415171.254237995
800219678,KANGUPOR SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2229,MANUFACTURA,0.09,0.01,0.07,0.03,0.04,2022,23391888.622931
800219876,SODEXO SERVICIOS DE BENEFICIOS E INCENTIVOS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8299,SERVICIOS,0.06,-0,0.24,0.22,0.02,2022,42415171.254237995
800220041,NUTRESOL SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2029,MANUFACTURA,0.05,0.01,0.03,0.01,0.02,2022,23391888.622931004
800220087,TURFLOR SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,0.04,-0,0.05,0.05,0,2022,42415171.254237995
800220247,LA CALI S.A.S,SUPERSOCIEDADES,Costa Pacífica,NARIÑO,PASTO-NARIÑO,4719,COMERCIO,0.02,0,0.01,0.01,0.01,2022,25103649.530394003
800220285,LAVANSER SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,9601,SERVICIOS,0.02,0,0.03,0.02,0.01,2022,42415171.254237995
800220495,SOCIEDAD DE COMERCIALIZACION INTERNACIONAL THE BEST EMERALDS S. A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4669,COMERCIO,0.02,0,0.01,0,0.01,2022,42415171.254237995
800220696,AGROAN SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4664,COMERCIO,0.02,0,0.01,0.01,0,2022,42415171.254237995
800221421,DISTRIBUIDORES AGRICOLAS DE COLOMBIA LIMITADA-DISACOL LTDA,SUPERSOCIEDADES,Otros,META,VILLAVICENCIO-META,4664,COMERCIO,0.03,0,0.02,0.01,0,2022,3869748.2255610004
800221591,CENTRO ACEROS DEL CARIBE LTDA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4663,COMERCIO,0.19,0.01,0.09,0.03,0.06,2022,23391888.622931004
800221720,AGRICOLA LOS SALADOS S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,126,AGROPECUARIO,0.02,0.01,0.02,0.01,0.01,2022,42415171.254237995
800221724,"PRODUCTORA DE INSUMOS AGROPECUARIOS, SOMEX S.A.",SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1090,MANUFACTURA,0.21,-0,0.17,0.15,0.02,2022,12390714.682238001
800221789,BRINSA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2023,MANUFACTURA,0.91,0.06,0.91,0.49,0.41,2022,12390714.682238001
800222648,INVERPRIMOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4644,COMERCIO,0.09,0,0.07,0.04,0.03,2022,12390714.682238001
800222689,INVERSIONES SOGA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,144,AGROPECUARIO,0.04,0,0.04,0.02,0.01,2022,12390714.682238001
800222844,RADIOIMAGENES RADIOLOGOS ASOCIADOS SAS,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,8621,SERVICIOS,0.02,0,0.02,0.01,0.01,2022,23391888.622931
800223206,BIENESTAR IPS S.A.S.,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8621,SERVICIOS,0.3,0.01,0.18,0.11,0.07,2022,23391888.622931004
800223618,MEDINUCLEAR S.A.S,SUPERSALUD,Costa Pacífica,NARIÑO,PASTO-NARIÑO,8691,SERVICIOS,0.02,0,0.04,0.02,0.02,2022,25103649.530394
800223811,MOLINOS EL YOPAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1051,MANUFACTURA,0.13,0,0.08,0.07,0.02,2022,42415171.254237995
800223938,SOLUCIONES TUBULARES SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4663,COMERCIO,0.05,0,0.01,0.01,0.01,2022,42415171.254237995
800224035,IIMPORSA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4530,COMERCIO,0.03,0,0.01,0.01,0,2022,42415171.254237995
800224148,IRRIGACION E INDUSTRIA DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,ZIPAQUIRA -CUNDINAMARCA,4653,COMERCIO,0.05,0,0.03,0.02,0.01,2022,42415171.254237995
800224617,FERREINOX SAS BIC,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,4663,COMERCIO,0.02,0,0.01,0.01,0,2022,3307741.3566680006
800225057,DIAGNOSTICO Y ASISTENCIA MEDICA SA IPS DE SALUD,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8699,SERVICIOS,0.6,0.03,0.35,0.19,0.16,2022,12390714.682238001
800225535,GAVIRIA MORENO SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4752,COMERCIO,0.02,0,0.01,0.01,0,2022,25103649.530394003
800225769,INDUSTRIAS AVM S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,GIRON-SANTANDER,2825,MANUFACTURA,0.04,0,0.06,0.04,0.02,2022,1985692.4276839998
800226062,RAPI MERCAR SA,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,4711,COMERCIO,0.11,0,0.04,0.03,0.01,2022,23391888.622931
800226277,COLARQUIM SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4664,COMERCIO,0.02,0,0.01,0,0,2022,23391888.622931004
800226360,ACUATUBOS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,4663,COMERCIO,0.03,0,0.02,0.01,0.01,2022,12390714.682238001
800226417,MULTI IMPRESOS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1811,MANUFACTURA,0.04,0,0.03,0.02,0.01,2022,42415171.254237995
800226501,MAQUINADOS Y MONTAJES SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,2819,MANUFACTURA,0.02,0,0.02,0.01,0.01,2022,1985692.4276840002
800226575,GAMACOLOR S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,4664,COMERCIO,0.02,0,0.01,0,0.01,2022,12390714.682238001
800226766,PROMIORIENTE SA ESP,SUPERFINANCIERA,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4930,SERVICIOS,0.27,0.12,0.86,0.42,0.44,2022,1985692.4276839998
800226833,RAMPINT SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BARRANCABERMEJA-SANTANDER,4290,CONSTRUCCIÓN,0.22,0,0.14,0.05,0.09,2022,1985692.427684
800226887,GRUPO MERPES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4791,COMERCIO,0.06,0,0.04,0.03,0.01,2022,42415171.254237995
800226901,RECICLENE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,2229,MANUFACTURA,0.07,0,0.07,0.04,0.03,2022,42415171.254237995
800227072,EUSALUD S.A,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8610,SERVICIOS,0.05,0,0.04,0.03,0.01,2022,42415171.254237995
800227103,FLORES EL ALJIBE S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,0.03,0,0.01,0.01,0,2022,42415171.254237995
800227279,TECNITRAUMA S.A.,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4659,COMERCIO,0.02,0,0.02,0.01,0.01,2022,23391888.622931004
800227333,SOCIEDAD DE MEDICINA REPRODUCTIVA SAS,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8621,SERVICIOS,0.02,0,0.01,0.01,0,2022,42415171.254237995
800227736,ALPHEX INDUSTRIAS PLASTICAS S EN C,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,2229,MANUFACTURA,0.03,0,0.03,0.01,0.01,2022,42415171.254237995
800227924,COMERCIALIZADORA INTERNACIONAL INVERMEC S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2593,MANUFACTURA,0.26,0.02,0.14,0.1,0.04,2022,42415171.254237995
800227956,COMERCIALIZADORA INTERNACIONAL EL GLOBO S.A.S. EN REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,0.05,0,0.03,0.03,0,2022,12390714.682238001
800228026,MCKINSEY & COMPANY COLOMBIA INC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7020,SERVICIOS,0.58,0.09,0.45,0.22,0.24,2022,42415171.254237995
800228069,URBANIZADORA Y CONSTRUCTORA ANDES SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4111,CONSTRUCCIÓN,0.08,0,0.08,0.06,0.01,2022,25103649.530394003
800228108,FSQ GROUP SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,5612,SERVICIOS,0.03,0,0.02,0.01,0,2022,25103649.530394003
800228215,CENTRO DE ALTA TECNOLOGIA DIAGNOSTICA DEL EJE CAFETERO S.A. CEDICAF S.A.,SUPERSALUD,Eje Cafetero,QUINDIO,ARMENIA-QUINDIO,8691,SERVICIOS,0.03,0,0.03,0.02,0.01,2022,3307741.356668
800228676,GRES CARIBE S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2391,MANUFACTURA,0.02,0,0.01,0.01,0,2022,23391888.622931
800228773,COOPERATIVA DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALUD DE DONMATIAS - PROSALCO,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,0.05,0,0.01,0.01,0,2022,12390714.682238001
800228872,CONCALI COLOMBIA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4290,CONSTRUCCIÓN,0.02,0,0.01,0.01,0.01,2022,25103649.530394
800228878,ILKO ARCOASEO SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4669,COMERCIO,0.05,-0,0.04,0.03,0.01,2022,25103649.530394
800229035,TECNOGLASS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2310,MANUFACTURA,1.51,0.18,1.19,0.85,0.34,2022,23391888.622931004
800229063,PRODUCTOS EL CARIBE SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1081,MANUFACTURA,0.03,0,0.01,0,0,2022,12390714.682238001
800229163,LABORANDO SAS,SUPERSOCIEDADES,Costa Atlántica,CORDOBA,MONTERIA-CORDOBA,7820,SERVICIOS,0.04,0,0.01,0,0,2022,23391888.622930996
800229172,POLYBOL S A S,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2221,MANUFACTURA,0.22,0.02,0.22,0.14,0.08,2022,23391888.622931007
800229512,DISMET SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2824,MANUFACTURA,0.03,0,0.03,0.02,0.01,2022,42415171.254237995
800229526,INVERSIONES LACHE Y CIA LTDA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,1051,MANUFACTURA,0.13,0,0.05,0.03,0.02,2022,23391888.622931004
800229663,EDITORA URBANA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6312,SERVICIOS,0.03,-0,0.01,0.01,0,2022,42415171.254237995
800229665,UNIFI LATIN AMERICA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SOACHA-CUNDINAMARCA,1311,MANUFACTURA,0.03,0,0.02,0,0.01,2022,42415171.254237995
800229885,ENEBE REPRESENTACIONES S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4772,COMERCIO,0.05,0,0.03,0.02,0.01,2022,42415171.254237995
800230209,WEATHERFORD COLOMBIA LIMITED,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,0.71,0.11,0.47,0.35,0.12,2022,42415171.254237995
800230322,SHER S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1410,MANUFACTURA,0.03,-0,0.02,0.02,0,2022,42415171.254237995
800230447,SODEXO,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5619,SERVICIOS,0.63,0.02,0.18,0.14,0.04,2022,42415171.254237995
800230546,SERVINCLUIDOS LTDA,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,5511,SERVICIOS,0.18,0.01,0.65,0.54,0.11,2022,23391888.622931
800230708,VIDRIOS TEMPLADOS Y LAMINADOS DE SANTANDER S.A. VITELSA S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,2310,MANUFACTURA,0.03,0,0.02,0.01,0.01,2022,1985692.427684
800230829,SISTETRONICS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4651,COMERCIO,0.03,0,0.02,0.01,0.01,2022,42415171.254237995
800231215,HOSPITAL DEL SARARE ESE,SUPERSALUD,Otros,ARAUCA,SARAVENA-ARAUCA,8610,SERVICIOS,0.09,-0,0.11,0.02,0.09,2022,3869748.225561001
800231235,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE,SUPERSALUD,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,8610,SERVICIOS,0.19,0.01,0.26,0.1,0.16,2022,3307741.3566680006
800231596,CORPORACION PANELERA DOÑA PANELA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4631,COMERCIO,0.03,0,0.01,0.01,0,2022,42415171.254237995
800231602,SOCIEDAD DE CIRUGIA OCULAR S A,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8699,SERVICIOS,0.04,0,0.04,0.03,0.02,2022,42415171.254237995
800231604,DROGAS S&S S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4641,COMERCIO,0.11,0,0.04,0.02,0.02,2022,23391888.622931004
800231706,AMERICAN SMART SYSTEMS & NETWORKS LTDA AS/NET,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6311,SERVICIOS,0.03,0,0.02,0.01,0.02,2022,42415171.254237995
800231848,ESMERALDAS SANTA ROSA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,820,MINERO,0.03,0,0.02,0.01,0,2022,42415171.254237995
800232283,COMPAÑIA DE PLASTICOS SEUL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2229,MANUFACTURA,0.03,0,0.03,0.01,0.01,2022,42415171.254237995
800232356,FAJOBE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4643,COMERCIO,0.23,0.02,0.13,0.05,0.08,2022,42415171.254237995
800232359,FAES FARMA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,0.12,0.01,0.09,0.02,0.07,2022,42415171.254237995
800232449,DANFOSS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4669,COMERCIO,0.08,0.01,0.04,0.02,0.01,2022,42415171.254237995
800232549,CITY PARK SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,9321,SERVICIOS,0.03,0.01,0.04,0.01,0.03,2022,42415171.254237995
800233471,SERVICIOS MEDICOS Y OFTALMOLOGICOS S.A.S SERVIOFTALMOS,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,0.06,-0,0.04,0.02,0.02,2022,12390714.682238001
800233881,LATINOAMERICANA DE CONSTRUCCIONES SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4210,CONSTRUCCIÓN,0.47,-0.02,0.5,0.34,0.17,2022,12390714.682238001
800234328,800234328,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4774,COMERCIO,0.02,0,0.01,0.01,0,2022,42415171.254237995
800234493,SEGURIDAD FENIX DE COLOMBIA LTDA .,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8010,SERVICIOS,0.03,0,0.01,0,0.01,2022,42415171.254237995
800234784,STAR OILFIELD SERVICES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,3312,MANUFACTURA,0.02,0,0.02,0.01,0.01,2022,42415171.254237995
800234953,COMPAÑIA CALIFORNIA S.A. EN REORGANIZACIÓN,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,0.05,0,0.06,0.05,0.01,2022,42415171.254237995
800235050,MOTOROLA SOLUTIONS COLOMBIA LIMITADA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8299,SERVICIOS,0.06,0.01,0.04,0.02,0.02,2022,42415171.254237995
800235053,MAERSK COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5229,SERVICIOS,0.03,0,0.12,0.12,0,2022,42415171.254237995
800235505,SUMOTO S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,4541,COMERCIO,0.04,0,0.02,0.01,0.01,2022,25103649.530394
800235997,REPRESENTACIONES Y DISTRIBUCIONES NOSOTROS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FACATATIVA-CUNDINAMARCA,4651,COMERCIO,0.02,0,0.02,0.02,0,2022,42415171.254237995
800236419,AGROPECUARIA EL PORFIN Y CIA S EN C,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,144,AGROPECUARIO,0.03,0,0.01,0,0.01,2022,42415171.254237995
800236772,ACUMULADORES DUNCAN SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4530,COMERCIO,0.06,0,0.03,0.02,0.01,2022,42415171.254237995
800236801,COMPANIA DE VIGILANCIA Y SEGURIDAD PRIVADA ÁGUILA DE ORO DE COLOMBIA LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8010,SERVICIOS,0.08,0.01,0.04,0.01,0.03,2022,42415171.254237995
